KEY,en,notes,sp,fr,de,it,pt-br,ru,ko,ja,zh
EVENT_CRACKINTHEEARTH_REW6,{catname} finds a hidden pathway leading downwards at top of the crack and follows it below...,,"En la parte superior de la fisura, {catname} encuentra un camino oculto que lleva hacia su interior y desciende por él...",{catname} trouve un chemin de terre dissimulé descendant depuis le sommet de la crevasse. {He} le suit jusqu'à en bas...,"{catname} findet einen versteckten Pfad, der nach unten führt, und folgt ihm&nbsp;…","In cima alla crepa, {catname} trova un passaggio nascosto che conduce verso il basso, e lo percorre...",{catname} encontra uma passagem secreta na fenda que leva para baixo e segue por ela...,,,,"{catname} 在裂缝顶部找到了一条向下通行的隐秘路径，
并顺着它走到了下方……"
EVENT_CRACKINTHEEARTH_REW6_M,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW6_F,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW6_N,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW7,{catname} can't shake a sense of foreboding as {he} scrambles {his} way down the narrow crack...,,{catname} no puede evitar tener un mal presentimiento mientras desciende con dificultad por la estrecha fisura...,"En descendant difficilement le long de l'étroite crevasse, {catname} n'arrive pas à se débarrasser d'un mauvais pressentiment...","Ein unheimliches Gefühl überkommt {catname}. {He} kann es nicht abschütteln, während {he} sich nach unten vorarbeitet&nbsp;…",{catname} ha un brutto presentimento mentre incespica giù per la stretta fessura...,{catname} não consegue se livrar de um certo pressentimento enquanto se arrasta pela fenda estreita...,,,,"{catname} 在窄缝中跌跌撞撞往下爬的时候，
无法摆脱一种不祥的预感……"
EVENT_CRACKINTHEEARTH_REW7_M,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW7_F,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW7_N,{catname} can't shake a sense of foreboding as they scramble their way down the narrow crack...,,{catname} no puede evitar tener un mal presentimiento mientras desciende con dificultad por la estrecha fisura...,,"Ein unheimliches Gefühl überkommt {catname} und je weiter es nach unten geht, desto stärker wird es&nbsp;…",,,,,,"{catname} 在窄缝中跌跌撞撞往下爬的时候，
它无法摆脱一种不祥的
预感……"
EVENT_CRACKINTHEEARTH_REW8,"{catname} struggles, but manages to navigate a way down the steep crevice.

What misfortunes could lie below?",,"Aunque le cuesta, {catname} logra descender por la empinada fisura.

¿Qué desgracias podrían aguardar ahí abajo?","{catname} réussit tant bien que mal à trouver un chemin descendant dans la crevasse abrupte.

Quel malheur pourrait encore bien l'attendre&nbsp;?","Nach einigen Mühen findet {catname} einen Weg bis nach unten.

Was für ein Unglück wohl hier unten wartet?","{catname} riesce a trovare a fatica un via per discendere il ripido crepaccio.

Quali sventure si nascondono lì in fondo?","{catname} se esforça, mas consegue encontrar um caminho para descer pela fenda íngreme.

Quais infortúnios podem estar à espreita lá embaixo?",,,,"虽然很费劲，
但 {catname} 还是成功从陡峭的缝隙中下到了底部。

下方会有怎样的不幸在等着？"
EVENT_CRACKINTHEEARTH_REW8_M,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW8_F,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW8_N,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW9,{catname} takes a wide berth around the large crevice and makes {his} way safely past.,,{catname} procura no acercarse demasiado a la gran fisura y llega al otro lado a salvo.,{catname} contourne cette grande crevasse de loin et passe de l'autre côté en toute sécurité.,{catname} macht einen großen Bogen um den Spalt und findet einen alternativen Weg.,{catname} fa una lunga deviazione intorno al grosso crepaccio e lo sorpassa senza rischi.,{catname} contorna a grande fenda e passa por ela em segurança.,,,,"{catname} 远远地绕过了这条巨大的裂隙，
安全地走了过去。"
EVENT_CRACKINTHEEARTH_REW9_M,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW9_F,,,,,,,,,,,
EVENT_CRACKINTHEEARTH_REW9_N,,,,,,,,,,,
EVENT_DUSTSTORM_NAME,Dust Storm,,Tormenta de arena,Tempête de sable,Sandsturm,Tempesta di Sabbia,Tempestade de Poeira,,,,尘暴
EVENT_DUSTSTORM_QUES,"A dust storm ahead is blowing debris and sand everywhere.

Inside the dust storm {catname} sees the silhouette of a figure...",,"Más adelante, una tormenta de arena lo llena todo de polvo y escombros.

En el interior de la tormenta, {catname} atisba una silueta...","En avant, il y a une tempête qui fait voler des débris et du sable un peu partout.

Au cœur de la tempête, {catname} distingue une silhouette...","Ein Sandsturm steht auf und überall fliegen Staubkörner und lose Überreste durch die Gegend.

Im Schleier vor sich erkennt {catname} die Silhouette einer Gestalt&nbsp;…","Una tempesta più avanti soffia detriti e sabbia dappertutto.

All'interno della perturbazione, {catname} intravede la sagoma di una figura...","Uma tempestade de areia se aproxima, espalhando detritos e areia por toda parte.

Dentro da tempestade de areia, {catname} vê a silhueta de uma figura...",,,,"前方的一场尘暴正把残骸和沙尘吹得到处都是。

在尘暴中，
{catname} 看到了一个身影的轮廓……"
EVENT_DUSTSTORM_QUES_M,,,,,,,,,,,
EVENT_DUSTSTORM_QUES_F,,,,,,,,,,,
EVENT_DUSTSTORM_QUES_N,,,,,,,,,,,
EVENT_DUSTSTORM_REW1,"{catname} calls out to the figure inside the storm.

It smiles, then turns and leaves.",,"{catname} llama a la figura del interior de la tormenta.

Esta sonríe, se da la vuelta y se marcha.","{catname} s'adresse à la silhouette à l'intérieur de la tempête.

Elle lui sourit, puis se retourne et s'en va.","{catname} ruft die Gestalt im Sturm.

Sie lächelt, dreht sich um und verschwindet.","{catname} chiama la figura all'interno della tempesta.

Essa sorride, poi si gira e se ne va.","{catname} chama a figura dentro da tempestade.

Ela sorri, depois se vira e vai embora.",,,,"{catname} 向风暴中的身影呼喊。

它微笑着，然后转身离开了。"
EVENT_DUSTSTORM_REW1_M,,,,,,,,,,,
EVENT_DUSTSTORM_REW1_F,,,,,,,,,,,
EVENT_DUSTSTORM_REW1_N,,,,,,,,,,,
EVENT_DUSTSTORM_REW2,"The figure steps forward with a wide grin on its face...

The dust devil joins the party!",,"La figura se acerca con una amplia sonrisa en la cara...

¡El Demonio de Arena se une al grupo!","La silhouette avance d'un pas, un large sourire sur le visage...

Le Hurlevent rejoint le groupe&nbsp;!","Die Gestalt kommt mit einem breiten Grinsen auf die Gruppe zu&nbsp;…

Der Staubteufel tritt der Gruppe bei!","La figura avanza con un ampio sorriso sul viso...

Il diavolo di sabbia si unisce al gruppo!","A figura avança com um largo sorriso no rosto...

O tornado de poeira se junta ao grupo!",,,,"那个身影带着灿烂的
笑容走上前来……

尘魔加入了队伍！"
EVENT_DUSTSTORM_REW3,"{catname} cries out to the figure in the storm, but {his} voice is lost in the torrent of wind.

The sand storm grows until it envelops the whole area!",,"{catname} llama a gritos a la figura de la tormenta, pero su voz se pierde en el vendaval.

¡La tormenta de arena se extiende hasta rodear toda la zona!","{catname} crie quelque chose à la silhouette, mais sa voix est noyée dans le torrent de vent.

La tempête de sable grandit jusqu'à tout envelopper aux environs&nbsp;!","{catname} ruft der Gestalt im Sturm etwas zu, doch {his}e Stimme verliert sich im Heulen des Windes.

Der Sandsturm wird stärker und stärker!","{catname} urla verso la figura nella tempesta, ma la sua voce si disperde nel torrente di vento.

La tempesta di sabbia cresce fino a ricoprire l'intera area!","{catname} grita para a figura na tempestade, mas sua voz se perde na torrente de vento.

A tempestade de areia cresce até envolver toda a área!",,,,"{catname} 向风暴中的身影呼救，
但声音淹没在了狂风之中。

沙尘暴不断扩张，直到吞没了整个区域！
"
EVENT_DUSTSTORM_REW3_M,,,,,,,,,,,
EVENT_DUSTSTORM_REW3_F,,,,,,,,,,,
EVENT_DUSTSTORM_REW3_N,,,,,,,,,,,
EVENT_DUSTSTORM_REW4,The figure inside the storm approaches and attacks!,,¡La figura del interior de la tormenta se acerca y ataca!,La silhouette au sein de la tempête s'approche et attaque&nbsp;!,Die Gestalt im Sturm nähert sich der Gruppe und greift an!,La figura all'interno della tempesta si avvicina e attacca!,A figura dentro da tempestade se aproxima e ataca!,,,,风暴中的身影走近并动了攻击！
EVENT_DUSTSTORM_REW5,{catname} escapes the cyclone of wind and dust!,,¡{catname} escapa del ciclón de viento y polvo!,{catname} échappe au cyclone de vent et de sable&nbsp;!,{catname} flieht vor dem Sturm!,{catname} fugge dal ciclone di vento e sabbia!,{catname} escapa do ciclone de vento e poeira!,,,,{catname} 逃离了风尘旋涡！
EVENT_DUSTSTORM_REW5_M,,,,,,,,,,,
EVENT_DUSTSTORM_REW5_F,,,,,,,,,,,
EVENT_DUSTSTORM_REW5_N,,,,,,,,,,,
EVENT_DUSTSTORM_REW6,"Sand stings {catname}'s face as the wind gusts in a fervor around {him}.

{catname} runs like the wind and escapes!
",,"La arena le rasca la cara a {catname} mientras la tormenta arrecia a su alrededor.

¡{catname} corre como el viento y escapa!
","Les rafales soufflent férocement sur {him} et le sable brûle {catname} au visage.

{He} s'enfuit à la vitesse de l'éclair et arrive à s'échapper&nbsp;!","Sand fliegt in das Gesicht von {catname} und die Windböen werden immer stärker.

{catname} rennt wie der Wind und entkommt!
","La sabbia sferza il volto di {catname} mentre il vento infuria tutt'intorno.

{catname} corre veloce come il vento e riesce a fuggire!","A areia açoita o rosto de {catname} enquanto o vento sopra com fervor ao seu redor.

{catname} corre como o vento e escapa!",,,,"当狂风在{him}周围肆虐时，
风沙刺痛了 {catname} 的脸。

{catname} 像风一样奔跑并逃离了那里！"
EVENT_DUSTSTORM_REW6_M,,,,,,,,,,,
EVENT_DUSTSTORM_REW6_F,,,,,,,,,,,
EVENT_DUSTSTORM_REW6_N,,,,,,,,,,,
EVENT_DUSTSTORM_REW7,{catname} tries to flee but the sand storm engulfs the area in never ending torrents of wind!,,"{catname} intenta huir, pero la tormenta de arena rodea la zona de ráfagas de aire sin fin.","{catname} essaie de s'enfuir, mais la tempête de sable recouvre toute la zone de torrents de vent inarrêtables&nbsp;!","{catname} versucht dem Sturm zu entkommen, doch der Sandsturm wächst und wächst, bis er das gesamte Gebiet einhüllt!","{catname} cerca di fuggire, ma la tempesta di sabbia ricopre l'area di infiniti torrenti di vento!","{catname} tenta fugir, mas a tempestade de areia envolve a área em torrentes de vento intermináveis!",,,,"{catname} 试图逃跑，
但沙尘暴化作永不休止的
狂风巨浪吞没了整个区域！"
EVENT_DUSTSTORM_REW7_M,,,,,,,,,,,
EVENT_DUSTSTORM_REW7_F,,,,,,,,,,,
EVENT_DUSTSTORM_REW7_N,,,,,,,,,,,
EVENT_DUSTSTORM_REW8,"{catname} turns to run but it is too late...

The figure inside the storm leaps forward and attacks!",,"{catname} se da la vuelta para huir, pero es demasiado tarde...

¡La figura del interior de la tormenta se acerca de un salto y ataca!","{catname} se retourne pour s'enfuir, mais il est déjà trop tard...

La silhouette dans la tempête bondit sur {him} et l'attaque&nbsp;!","{catname} will sich umdrehen, doch es ist zu spät.

Die Gestalt im Sturm springt vor und greift an!","{catname} si volta per fuggire ma ormai è troppo tardi...

La figura dentro la tempesta balza in avanti e attacca!","{catname} tenta correr, mas é tarde demais...

A figura dentro da tempestade dá um salto para frente e ataca!",,,,"{catname} 转头想跑，但已经太迟了……

风暴中的身影跃上前去并发动了攻击！
"
EVENT_DUSTSTORM_REW8_M,,,,,,,,,,,
EVENT_DUSTSTORM_REW8_F,,,,,,,,,,,
EVENT_DUSTSTORM_REW8_N,,,,,,,,,,,
EVENT_JACK_NAME,Jack,,Jack,Jack,Jack,Jack,Jack,,,,杰克
EVENT_JACK_QUES,"[i]""Spare some change to help my nona?""[/i]",,«¿Tienes dinero suelto para ayudar a mi abuelita?».,[i]«&nbsp;T'as pas une pièce pour aider ma mamie&nbsp;?&nbsp;»[/i],[i]„Hast du ein bisschen Kleingeld für meine Nona?“[/i],"[i]""Ti avanza qualche spicciolo per aiutare mia nonna?""[/i]","[i]""Você tem algum trocado para ajudar minha Nona?""[/i]",,,,"[i]“能不能给点零钱救救我祖母？
”[/i]"
EVENT_DONATE_ANSW,Donate,,Donar,Donner,Spenden,Dona,Doar,,,,捐赠
EVENT_JACK_NOTENOUGHMONEY,"[i]""You don't even have enough for that!

Nona says it's mean to get my hopes up.""[/i]",,"«¡No tienes suficiente para eso!

La abuelita dice que es cruel dar falsas esperanzas».","[i]«&nbsp;T'as même pas de quoi faire un don&nbsp;!

Mamie dit que c'est pas gentil de me donner de faux espoirs.&nbsp;»[/i]","[i]„Das reicht doch gar nicht!“

„Nona sagt, es ist gemein, jemandem falsche Hoffnung zu machen.“[/i]","[i]""Non ne hai abbastanza!

Nonna dice che è sbagliato illudermi.""[/i]","[i]""Você não tem dinheiro suficiente para isso!

Nona diz que é maldade me iludir.""[/i]",,,,"[i]“你甚至连这点钱都没有！

祖母说给我希望又让它破灭是很过分的。
”[/i]"
EVENT_JACK_REW1,"[i]""Sorry my Nona doesn't like you yet.""[/i]
",,"«Lo siento, pero todavía no le caes bien a la abuelita».
","[i]«&nbsp;Désolé, ma mamie ne t'aime pas beaucoup encore.&nbsp;»[/i]","[i]„Sorry, meine Nona mag dich noch nicht.“[/i]
","[i]""Mi dispiace, ancora non piaci a mia nonna.""[/i]","[i]""Desculpe, mas minha Nona ainda não gosta de você.""[/i]",,,,[i]“抱歉，我祖母还不喜欢你。”[/i]
EVENT_JACK_REW2,"[i]""Hey, Nona says you are pretty cool. Here take this!""[/i]
",,"«La abuelita dice que molas bastante. ¡Llévate esto!».
","[i]«&nbsp;Hé, mamie dit que t'es super cool. Tiens, c'est pour toi&nbsp;!&nbsp;»[/i]","[i]„Hey, Nona hat gesagt du bist echt cool. Hier, das kannst du haben!“[/i]
","[i]""Ehi, la nonna dice che sei proprio forte. Tieni, prendi questo!""[/i]","[i]""Ei, a Nona disse que você é muito legal. Fique com isto!""[/i]",,,,"[i]“嘿，祖母说你这人挺酷的。
呐，拿着这个！”[/i]"
EVENT_JACK_REW3,"[i]""Wow, Nona really likes you a lot! Here take this!""[/i]
",,"«¡Hala! Le caes genial a la abuelita. ¡Llévate esto!».
","[i]«&nbsp;Waouh, mamie t'aime vraiment beaucoup&nbsp;! Voilà un petit cadeau&nbsp;!&nbsp;»[/i]","[i]„Wow, Nona mag dich voll doll! Hier, nimm das!“[/i]
","[i]""Wow, alla nonna piaci proprio tanto! Ecco, prendi questo!""[/i]","[i]""Uau, a Nona gosta muito de você! Fique com isto!""[/i]",,,,"[i]“哇，祖母真的非常喜欢你！
呐，拿着这个！”[/i]"
EVENT_JACK_REW4,"[i]""What the heck! Nona says you are rich! Take this!""[/i]
",,"«¡Menuda pasada! La abuelita dice que tienes muchísimo dinero. ¡Llévate esto!».
","[i]«&nbsp;Mais quoi&nbsp;! Mamie me dit que tu es riche&nbsp;! Tiens, c'est pour toi&nbsp;!&nbsp;»[/i]","[i]„Was zum Geier! Nona meint, du bist echt reich. Nimm das!“[/i]
","[i]""Ma che cavolo! La nonna dice che hai un sacco di soldi! Prendi questo!""[/i]","[i]""Que diabos! Nona disse que você tem muito dinheiro! Fique com isto!""[/i]",,,,"[i]“天呐！祖母说你是个大富翁！
拿着这个！”[/i]"
EVENT_JACK_LEAVE,"[i]""See you next time I guess.

I hope Nona will be okay.""[/i]",,"«Hasta la próxima, supongo.

Espero que no le pase nada a la abuelita».","[i]«&nbsp;À la prochaine.

J'espère que ça va aller pour mamie.&nbsp;»[/i]","[i]„Bis zum nächsten Mal.“

„Ich hoffe, Nona geht es dann noch gut.“[/i]","[i]""Ci vediamo la prossima volta, credo.

Spero che la nonna stia bene.""[/i]","[i]""Até a próxima, eu acho.

Espero que Nona fique bem.""[/i]",,,,"[i]“那下次见吧。

我希望祖母能没事的。”[/i]"
EVENT_VIBRATINGMETEOR_NAME,Vibrating Meteor,,Meteorito vibrante,Météorite vibrante,Vibrierender Meteorit,Meteorite Vibrante,Meteorito Vibrante,,,,震动陨石
EVENT_VIBRATINGMETEOR_QUES,"{catname} finds a strange vibrating meteor.

{He} hears a deep humming sound as it pulses with energy...",,"{catname} encuentra un extraño meteorito que vibra.

La energía de su interior hace que palpite, y emite un zumbido grave...","{catname} tombe sur une étrange météorite vibrante.

{He} perçoit un bruit de vrombissement profond allant avec les pulsations énergétiques de l'objet...","{catname} findet einen merkwürdigen Meteoriten. Er vibriert.

Im Inneren hört {he} ein Summen und er pulsiert vor Energie&nbsp;…","{catname} trova uno strano meteorite vibrante.

Pulsa di energia ed emette un profondo ronzio...","{catname} encontra um estranho meteorito vibrante.

Um zumbido profundo ecoa enquanto o meteorito pulsa com energia...",,,,"{catname} 发现了一颗奇怪的震动陨石。

当它随着能量脉动时，
{He}听到了一声低沉的嗡嗡声……"
